year,Brazil,China,India,Nigeria
1985,0.1739003692474839,0.0437526252025089,0.020175391467974525,0.01565302376582203
1990,0.17181231957660642,0.04024351547799136,0.025245042243503497,0.016273675183283307
1995,0.17432877676955483,0.03475407080711514,0.02923544994580479,0.016805902697717316
2000,0.1662461247528724,0.04422664591320565,0.035592490180012315,0.015397836861251495
2005,0.15355508160436657,0.05627572018021859,0.0485342955292314,0.011088074735288639
